<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20180913,101500,154.5700000,154.6800000,154.1100000,154.1700000,275890
GAZP,5,20180913,102000,154.1200000,154.7300000,154.0500000,154.6300000,198130
GAZP,5,20180913,102500,154.6900000,155.1000000,154.6700000,154.8400000,185160
GAZP,5,20180913,103000,154.8800000,155.1700000,154.8200000,155.1700000,258310
GAZP,5,20180913,103500,155.1600000,155.4500000,155.0400000,155.3900000,203200
GAZP,5,20180913,104000,155.4000000,155.5000000,155.2000000,155.2500000,273480
GAZP,5,20180913,104500,155.2500000,155.5000000,155.1300000,155.4800000,471480
GAZP,5,20180913,105000,155.4800000,155.5000000,155.3000000,155.4000000,201330
GAZP,5,20180913,105500,155.4200000,155.5000000,155.3400000,155.5000000,149240
GAZP,5,20180913,110000,155.4900000,155.7300000,155.4000000,155.7300000,560250
GAZP,5,20180913,110500,155.7100000,155.7800000,155.5600000,155.6400000,197090
GAZP,5,20180913,111000,155.6000000,155.7900000,155.3300000,155.3700000,371940
GAZP,5,20180913,111500,155.3700000,155.4600000,155.2000000,155.4300000,176480
GAZP,5,20180913,112000,155.4200000,155.6200000,155.3900000,155.5400000,114570
GAZP,5,20180913,112500,155.5200000,155.5500000,155.2500000,155.2500000,123210
GAZP,5,20180913,113000,155.2700000,155.4500000,155.2200000,155.4400000,91570
GAZP,5,20180913,113500,155.4400000,155.4500000,155.1800000,155.2900000,174700
GAZP,5,20180913,114000,155.2900000,155.3600000,155.2000000,155.3300000,70830
GAZP,5,20180913,114500,155.3100000,155.3200000,155.1700000,155.2100000,52910
GAZP,5,20180913,115000,155.2100000,155.2200000,154.9400000,155.1600000,378820
GAZP,5,20180913,115500,155.1800000,155.2200000,154.9700000,154.9700000,296180
GAZP,5,20180913,120000,154.9700000,155.0000000,154.8100000,154.9800000,145850
GAZP,5,20180913,120500,154.9200000,155.0000000,154.9000000,154.9000000,257170
GAZP,5,20180913,121000,154.9600000,155.0000000,154.9100000,155.0000000,140000
GAZP,5,20180913,121500,155.0000000,155.0000000,154.8400000,154.8400000,164970
GAZP,5,20180913,122000,154.8800000,154.9000000,154.6000000,154.6000000,236020
GAZP,5,20180913,122500,154.6000000,154.6400000,154.4700000,154.5400000,259620
GAZP,5,20180913,123000,154.5500000,154.5800000,154.3900000,154.4700000,152370
GAZP,5,20180913,123500,154.4800000,154.4900000,154.2800000,154.3700000,152710
GAZP,5,20180913,124000,154.3700000,154.4200000,154.3000000,154.4000000,128700
GAZP,5,20180913,124500,154.3700000,154.4200000,154.3000000,154.3100000,59680
GAZP,5,20180913,125000,154.4000000,154.6700000,154.3600000,154.6700000,131270
GAZP,5,20180913,125500,154.6700000,154.9000000,154.6200000,154.8100000,76370
GAZP,5,20180913,130000,154.8600000,154.8800000,154.6200000,154.6200000,55680
GAZP,5,20180913,130500,154.7000000,154.9200000,154.7000000,154.9200000,34500
GAZP,5,20180913,131000,154.8900000,154.9100000,154.8000000,154.8300000,51250
GAZP,5,20180913,131500,154.8300000,154.8400000,154.6500000,154.7500000,67990
GAZP,5,20180913,132000,154.7800000,154.8200000,154.7000000,154.7600000,12740
GAZP,5,20180913,132500,154.7600000,154.8300000,154.6700000,154.7500000,43590
GAZP,5,20180913,133000,154.7600000,154.8700000,154.7500000,154.7800000,32050
GAZP,5,20180913,133500,154.7700000,154.8600000,154.7600000,154.8400000,45580
GAZP,5,20180913,134000,154.8500000,154.9300000,154.8400000,154.8900000,40790
GAZP,5,20180913,134500,154.8400000,154.8900000,154.7800000,154.7900000,32970
GAZP,5,20180913,135000,154.7900000,154.8400000,154.7300000,154.7300000,52390
GAZP,5,20180913,135500,154.7300000,154.8300000,154.5000000,154.5600000,135290
GAZP,5,20180913,140000,154.5600000,154.7100000,154.5400000,154.5400000,36540
GAZP,5,20180913,140500,154.5800000,154.6400000,154.1300000,154.1800000,397790
GAZP,5,20180913,141000,154.2800000,154.6200000,154.1900000,154.6100000,190360
GAZP,5,20180913,141500,154.5800000,154.6600000,154.4200000,154.5100000,86150
GAZP,5,20180913,142000,154.5000000,154.5000000,153.9000000,154.3400000,594550
GAZP,5,20180913,142500,154.3900000,154.5900000,154.3100000,154.4000000,217690
GAZP,5,20180913,143000,154.4300000,154.4500000,154.1300000,154.2700000,113100
GAZP,5,20180913,143500,154.2700000,154.3500000,154.0200000,154.1700000,283030
GAZP,5,20180913,144000,154.2000000,154.2600000,154.0500000,154.2000000,41820
GAZP,5,20180913,144500,154.1900000,154.2500000,154.0900000,154.2300000,82280
GAZP,5,20180913,145000,154.2300000,154.3300000,154.1300000,154.2000000,217730
GAZP,5,20180913,145500,154.2000000,154.2600000,154.1000000,154.1000000,79770
GAZP,5,20180913,150000,154.1000000,154.2000000,154.0900000,154.1900000,73560
GAZP,5,20180913,150500,154.1900000,154.2000000,154.1200000,154.1800000,56350
GAZP,5,20180913,151000,154.1400000,154.2800000,154.1200000,154.2800000,92730
GAZP,5,20180913,151500,154.2800000,154.2900000,154.1900000,154.2500000,49240
GAZP,5,20180913,152000,154.2500000,154.3500000,154.1800000,154.2700000,154430
GAZP,5,20180913,152500,154.2800000,154.3000000,154.2000000,154.2400000,49770
GAZP,5,20180913,153000,154.2100000,154.2400000,154.0300000,154.0500000,151250
GAZP,5,20180913,153500,154.0500000,154.3100000,154.0500000,154.2500000,157610
GAZP,5,20180913,154000,154.2300000,154.2300000,154.0100000,154.0200000,147670
GAZP,5,20180913,154500,154.0200000,154.0700000,153.7800000,153.8600000,302430
GAZP,5,20180913,155000,153.8600000,153.9300000,153.7000000,153.9200000,161620
GAZP,5,20180913,155500,153.9200000,153.9600000,153.8300000,153.9400000,109920
GAZP,5,20180913,160000,153.8700000,154.0000000,153.7600000,153.8000000,125810
GAZP,5,20180913,160500,153.8500000,153.8700000,153.7400000,153.8700000,75310
GAZP,5,20180913,161000,153.8700000,153.9100000,153.8000000,153.8900000,80840
GAZP,5,20180913,161500,153.8600000,153.8900000,153.6300000,153.6300000,103340
GAZP,5,20180913,162000,153.6300000,153.7300000,153.5500000,153.6200000,197430
GAZP,5,20180913,162500,153.5900000,153.6000000,153.3600000,153.4300000,316520
GAZP,5,20180913,163000,153.4300000,153.6300000,153.3800000,153.4600000,236640
GAZP,5,20180913,163500,153.5000000,153.7100000,153.3800000,153.4900000,408490
GAZP,5,20180913,164000,153.4800000,153.8100000,153.4400000,153.7700000,187860
GAZP,5,20180913,164500,153.8000000,154.0700000,153.7000000,154.0700000,263370
GAZP,5,20180913,165000,154.0400000,154.3000000,153.9400000,154.1200000,417050
GAZP,5,20180913,165500,154.1300000,154.2600000,154.0400000,154.1500000,121550
GAZP,5,20180913,170000,154.2000000,154.2100000,154.0900000,154.1700000,187190
GAZP,5,20180913,170500,154.1900000,154.2600000,154.0700000,154.0700000,152860
GAZP,5,20180913,171000,154.0700000,154.2500000,154.0100000,154.0900000,428490
GAZP,5,20180913,171500,154.1300000,154.1900000,153.9000000,153.9000000,123480
GAZP,5,20180913,172000,153.8700000,153.9800000,153.7000000,153.7600000,231610
GAZP,5,20180913,172500,153.7000000,153.7300000,153.3800000,153.5800000,639760
GAZP,5,20180913,173000,153.5400000,153.5400000,153.1000000,153.2000000,261630
GAZP,5,20180913,173500,153.2000000,153.2500000,153.0000000,153.1400000,582150
GAZP,5,20180913,174000,153.1400000,153.2800000,153.0000000,153.0500000,84980
GAZP,5,20180913,174500,153.0400000,153.3400000,153.0000000,153.0400000,663170
GAZP,5,20180913,175000,153.0600000,153.4200000,153.0000000,153.3400000,186130
GAZP,5,20180913,175500,153.3400000,153.5800000,153.0700000,153.5000000,172230
GAZP,5,20180913,180000,153.5300000,153.6000000,153.3300000,153.4600000,227570
GAZP,5,20180913,180500,153.4200000,153.4400000,153.1900000,153.2700000,114690
GAZP,5,20180913,181000,153.2700000,153.4200000,153.2400000,153.4100000,243880
GAZP,5,20180913,181500,153.4100000,153.5100000,153.3700000,153.5100000,214780
GAZP,5,20180913,182000,153.5100000,153.7000000,153.4600000,153.6200000,166700
GAZP,5,20180913,182500,153.6000000,153.9400000,153.6000000,153.6900000,256530
GAZP,5,20180913,183000,153.6900000,153.7200000,153.2600000,153.3000000,259320
GAZP,5,20180913,183500,153.3400000,153.3400000,153.0000000,153.0500000,503420
GAZP,5,20180913,184000,153.0200000,153.2000000,153.0000000,153.1800000,491700
GAZP,5,20180913,185000,153.5000000,153.5000000,153.5000000,153.5000000,569710
GAZP,5,20180914,100500,153.3300000,153.3800000,152.2600000,152.5400000,728230
GAZP,5,20180914,101000,152.5400000,153.0000000,152.5200000,152.9800000,324180
GAZP,5,20180914,101500,152.9300000,153.0600000,152.7100000,153.0600000,146040
GAZP,5,20180914,102000,153.0700000,153.3000000,152.7700000,153.1000000,181240
GAZP,5,20180914,102500,153.1000000,153.1800000,152.9200000,153.0600000,52320
GAZP,5,20180914,103000,152.9800000,153.2000000,152.9800000,153.2000000,167740
GAZP,5,20180914,103500,153.0900000,153.3000000,153.0900000,153.2600000,133050
GAZP,5,20180914,104000,153.2600000,153.7600000,153.2500000,153.7600000,233320
GAZP,5,20180914,104500,153.7500000,154.0000000,153.6900000,153.8800000,264510
GAZP,5,20180914,105000,153.8800000,153.8800000,153.5000000,153.5600000,192260
GAZP,5,20180914,105500,153.5600000,153.5900000,153.5000000,153.5300000,68150
GAZP,5,20180914,110000,153.5300000,153.7500000,153.4600000,153.4600000,111040
GAZP,5,20180914,110500,153.4800000,153.6200000,153.3000000,153.6100000,126630
GAZP,5,20180914,111000,153.5600000,153.5600000,153.3100000,153.4900000,65610
GAZP,5,20180914,111500,153.4900000,153.5200000,153.0000000,153.1700000,368200
GAZP,5,20180914,112000,153.1700000,153.3500000,153.1000000,153.2500000,185160
GAZP,5,20180914,112500,153.2500000,153.3500000,153.2000000,153.2500000,91730
GAZP,5,20180914,113000,153.2600000,153.3100000,153.1000000,153.1000000,46480
GAZP,5,20180914,113500,153.1200000,153.1200000,152.8600000,152.9400000,120200
GAZP,5,20180914,114000,152.8800000,153.2800000,152.8700000,153.2600000,71230
GAZP,5,20180914,114500,153.2800000,153.2800000,153.0100000,153.1100000,36080
GAZP,5,20180914,115000,153.0800000,153.1000000,152.8100000,152.8100000,153010
GAZP,5,20180914,115500,152.8400000,152.9300000,152.7700000,152.7800000,88440
GAZP,5,20180914,120000,152.7800000,152.7800000,152.5000000,152.6300000,253140
GAZP,5,20180914,120500,152.6300000,152.6300000,152.4500000,152.5800000,194180
GAZP,5,20180914,121000,152.5600000,152.6300000,152.5000000,152.6300000,56260
GAZP,5,20180914,121500,152.6300000,152.7500000,152.6000000,152.7200000,242130
GAZP,5,20180914,122000,152.7200000,152.8200000,152.6000000,152.8000000,61690
GAZP,5,20180914,122500,152.8400000,152.9500000,152.7900000,152.9400000,44870
GAZP,5,20180914,123000,152.9400000,152.9500000,152.8800000,152.9100000,48750
GAZP,5,20180914,123500,152.9100000,152.9500000,152.7000000,152.7000000,148250
GAZP,5,20180914,124000,152.7100000,152.8600000,152.5800000,152.8300000,65950
GAZP,5,20180914,124500,152.8700000,152.8700000,152.5500000,152.7200000,43390
GAZP,5,20180914,125000,152.7200000,152.9200000,152.7200000,152.8500000,62220
GAZP,5,20180914,125500,152.8700000,152.9400000,152.7900000,152.9400000,10710
GAZP,5,20180914,130000,152.9300000,152.9400000,152.7500000,152.9100000,40450
GAZP,5,20180914,130500,152.9100000,152.9400000,152.7600000,152.8700000,94740
GAZP,5,20180914,131000,152.8800000,152.9400000,152.8000000,152.9000000,38240
GAZP,5,20180914,131500,152.9300000,152.9300000,152.8100000,152.8200000,20230
GAZP,5,20180914,132000,152.8700000,152.9200000,152.7900000,152.8800000,32870
GAZP,5,20180914,132500,152.8500000,152.9400000,152.7700000,152.9000000,36490
GAZP,5,20180914,133000,152.8800000,152.9200000,152.8700000,152.9200000,15250
GAZP,5,20180914,133500,152.8600000,152.8600000,152.4100000,152.6500000,323650
GAZP,5,20180914,134000,152.7100000,152.7600000,152.2900000,152.3500000,298850
GAZP,5,20180914,134500,152.3700000,152.4100000,152.0500000,152.1200000,236440
GAZP,5,20180914,135000,152.1100000,152.2700000,152.0200000,152.1400000,153760
GAZP,5,20180914,135500,152.1400000,152.1500000,152.0100000,152.1500000,114760
GAZP,5,20180914,140000,152.1500000,152.1500000,152.0300000,152.1500000,79840
GAZP,5,20180914,140500,152.1500000,152.1500000,152.0000000,152.0600000,120590
GAZP,5,20180914,141000,152.0500000,152.0900000,151.8500000,152.0900000,268030
GAZP,5,20180914,141500,152.0900000,152.1400000,151.9600000,151.9700000,78720
GAZP,5,20180914,142000,152.0300000,152.1000000,151.9600000,152.0900000,44270
GAZP,5,20180914,142500,152.1000000,152.1500000,151.9200000,152.1500000,110710
GAZP,5,20180914,143000,152.1400000,152.2500000,152.1200000,152.2000000,48100
GAZP,5,20180914,143500,152.2000000,152.4100000,152.1500000,152.1500000,174820
GAZP,5,20180914,144000,152.1500000,152.3000000,152.1300000,152.2200000,50710
GAZP,5,20180914,144500,152.2500000,152.2900000,152.1400000,152.2600000,72720
GAZP,5,20180914,145000,152.2200000,152.2200000,151.8000000,151.8100000,259150
GAZP,5,20180914,145500,151.8100000,151.9200000,151.7700000,151.9200000,168820
GAZP,5,20180914,150000,151.9800000,152.0800000,151.8500000,152.0600000,101180
GAZP,5,20180914,150500,152.0600000,152.0600000,151.8600000,151.9300000,84080
GAZP,5,20180914,151000,151.9200000,152.0500000,151.8800000,152.0400000,97250
GAZP,5,20180914,151500,151.9800000,152.2100000,151.9500000,152.1800000,80090
GAZP,5,20180914,152000,152.1800000,152.2900000,151.9400000,152.0000000,93060
GAZP,5,20180914,152500,152.0000000,152.1600000,151.9700000,152.1600000,72160
GAZP,5,20180914,153000,152.1500000,152.2300000,152.1000000,152.1300000,123900
GAZP,5,20180914,153500,152.1400000,152.2400000,152.0500000,152.1900000,96260
GAZP,5,20180914,154000,152.1900000,152.4200000,152.1900000,152.3700000,249450
GAZP,5,20180914,154500,152.3800000,152.6700000,152.3800000,152.4300000,363890
GAZP,5,20180914,155000,152.4300000,152.6500000,152.3800000,152.6200000,91830
GAZP,5,20180914,155500,152.6200000,152.6400000,152.4800000,152.5300000,61480
GAZP,5,20180914,160000,152.5100000,152.5300000,152.3800000,152.5100000,37270
GAZP,5,20180914,160500,152.5400000,152.6400000,152.4800000,152.5000000,68100
GAZP,5,20180914,161000,152.5100000,152.6400000,152.4100000,152.4500000,113470
GAZP,5,20180914,161500,152.4100000,152.5400000,152.3900000,152.4000000,64520
GAZP,5,20180914,162000,152.4000000,152.6400000,152.4000000,152.4700000,39940
GAZP,5,20180914,162500,152.4700000,152.4900000,152.1500000,152.2300000,162930
GAZP,5,20180914,163000,152.2500000,152.2600000,152.1300000,152.2300000,25450
GAZP,5,20180914,163500,152.1800000,152.2200000,152.0900000,152.2000000,77790
GAZP,5,20180914,164000,152.2000000,152.5100000,152.1800000,152.4500000,138640
GAZP,5,20180914,164500,152.4200000,152.5900000,152.3700000,152.5200000,135960
GAZP,5,20180914,165000,152.5000000,152.5500000,152.2800000,152.3200000,36010
GAZP,5,20180914,165500,152.2900000,152.4500000,152.2600000,152.3300000,48930
GAZP,5,20180914,170000,152.3000000,152.3300000,152.0100000,152.0300000,56020
GAZP,5,20180914,170500,152.0700000,152.1500000,152.0400000,152.1500000,30340
GAZP,5,20180914,171000,152.1500000,152.2000000,151.9800000,152.0700000,160800
GAZP,5,20180914,171500,152.0700000,152.2700000,152.0300000,152.2400000,35390
GAZP,5,20180914,172000,152.2400000,152.2400000,152.1000000,152.1900000,60350
GAZP,5,20180914,172500,152.2000000,152.2300000,152.0900000,152.1300000,44730
GAZP,5,20180914,173000,152.1300000,152.2000000,152.1100000,152.1200000,48370
GAZP,5,20180914,173500,152.1400000,152.2200000,152.1100000,152.1600000,38500
GAZP,5,20180914,174000,152.2200000,152.4600000,152.2000000,152.4300000,76860
GAZP,5,20180914,174500,152.4500000,152.4500000,152.2800000,152.4000000,49710
GAZP,5,20180914,175000,152.4000000,152.4200000,152.3200000,152.4000000,37240
GAZP,5,20180914,175500,152.4000000,152.4900000,152.4000000,152.4100000,80630
GAZP,5,20180914,180000,152.4200000,152.4800000,152.3000000,152.3800000,62000
GAZP,5,20180914,180500,152.4400000,152.4900000,152.3400000,152.4500000,66990
GAZP,5,20180914,181000,152.4400000,152.4900000,152.3700000,152.4100000,99060
GAZP,5,20180914,181500,152.4600000,152.4600000,152.2600000,152.3200000,72190
GAZP,5,20180914,182000,152.2800000,152.3400000,152.2600000,152.3100000,83970
GAZP,5,20180914,182500,152.3100000,152.3600000,152.2400000,152.3500000,78190
GAZP,5,20180914,183000,152.3200000,152.3300000,152.2300000,152.2800000,112030
GAZP,5,20180914,183500,152.3100000,153.0000000,152.3100000,153.0000000,646860
GAZP,5,20180914,184000,153.0000000,153.0000000,152.5800000,152.6600000,743100
GAZP,5,20180914,185000,152.1500000,152.1500000,152.1500000,152.1500000,950650
GAZP,5,20180917,100500,151.9900000,152.3200000,151.8700000,152.2100000,272970
GAZP,5,20180917,101000,152.2100000,152.2100000,151.5500000,151.9500000,215720
GAZP,5,20180917,101500,151.9400000,152.6800000,151.8400000,152.6000000,168170
GAZP,5,20180917,102000,152.6000000,152.9000000,152.4500000,152.7100000,108610
GAZP,5,20180917,102500,152.6900000,152.7700000,152.4700000,152.5000000,85050
GAZP,5,20180917,103000,152.5000000,152.5000000,152.2200000,152.3800000,77420
GAZP,5,20180917,103500,152.3800000,152.7400000,152.3800000,152.7300000,68120
GAZP,5,20180917,104000,152.7000000,152.7500000,152.3100000,152.3900000,246720
GAZP,5,20180917,104500,152.3900000,152.5100000,152.3100000,152.4400000,80450
GAZP,5,20180917,105000,152.4300000,152.4300000,152.1200000,152.1200000,69230
GAZP,5,20180917,105500,152.1900000,152.1900000,151.8600000,151.8600000,113520
GAZP,5,20180917,110000,151.8600000,151.9900000,151.7200000,151.8800000,98330
GAZP,5,20180917,110500,151.8000000,151.8000000,151.5000000,151.6200000,237000
GAZP,5,20180917,111000,151.5900000,151.6700000,151.4600000,151.4800000,136590
GAZP,5,20180917,111500,151.4700000,151.6700000,151.4100000,151.6000000,74820
GAZP,5,20180917,112000,151.6100000,151.7900000,151.5900000,151.7200000,93180
GAZP,5,20180917,112500,151.6700000,151.7400000,151.5100000,151.5200000,63340
GAZP,5,20180917,113000,151.5300000,151.5800000,151.5000000,151.5400000,34620
GAZP,5,20180917,113500,151.5400000,151.8400000,151.4800000,151.8400000,82210
GAZP,5,20180917,114000,151.8700000,151.9400000,151.7700000,151.8800000,49690
GAZP,5,20180917,114500,151.8800000,151.9400000,151.7500000,151.7800000,42920
GAZP,5,20180917,115000,151.7600000,151.8000000,151.5600000,151.5600000,84210
GAZP,5,20180917,115500,151.6300000,151.7300000,151.5500000,151.6400000,34020
GAZP,5,20180917,120000,151.6400000,151.8700000,151.6100000,151.8500000,24810
GAZP,5,20180917,120500,151.7700000,151.8000000,151.6600000,151.6900000,61040
GAZP,5,20180917,121000,151.6900000,151.8500000,151.6600000,151.8000000,28200
GAZP,5,20180917,121500,151.8400000,151.8700000,151.7300000,151.8500000,26350
GAZP,5,20180917,122000,151.8500000,151.8500000,151.7000000,151.7800000,66490
GAZP,5,20180917,122500,151.7800000,151.8900000,151.7500000,151.8200000,46700
GAZP,5,20180917,123000,151.8200000,152.5000000,151.7800000,152.4200000,361270
GAZP,5,20180917,123500,152.4200000,153.0000000,152.4200000,153.0000000,815230
GAZP,5,20180917,124000,153.0000000,153.0000000,152.8600000,152.9300000,468950
GAZP,5,20180917,124500,152.9900000,153.0000000,152.9100000,152.9800000,95470
GAZP,5,20180917,125000,152.9800000,153.9400000,152.9500000,153.8000000,746830
GAZP,5,20180917,125500,153.7900000,153.8000000,153.6700000,153.7100000,715080
GAZP,5,20180917,130000,153.7700000,153.8000000,153.7000000,153.8000000,139470
GAZP,5,20180917,130500,153.8000000,153.8000000,153.7400000,153.8000000,220130
GAZP,5,20180917,131000,153.8000000,154.4800000,153.7900000,154.2800000,993620
GAZP,5,20180917,131500,154.2800000,154.3000000,154.1300000,154.1600000,186010
GAZP,5,20180917,132000,154.1600000,154.3000000,154.1200000,154.2400000,227760
GAZP,5,20180917,132500,154.2600000,154.3000000,154.1100000,154.2000000,120240
GAZP,5,20180917,133000,154.2100000,154.2600000,153.8600000,153.9900000,332500
GAZP,5,20180917,133500,153.9800000,154.2600000,153.9000000,154.1700000,147520
GAZP,5,20180917,134000,154.1000000,154.1900000,153.8800000,153.9000000,95920
GAZP,5,20180917,134500,153.9000000,154.0000000,153.9000000,153.9900000,32460
GAZP,5,20180917,135000,153.9500000,154.0000000,153.9000000,154.0000000,544780
GAZP,5,20180917,135500,154.0000000,154.1800000,153.9300000,153.9800000,168190
GAZP,5,20180917,140000,153.9500000,154.0000000,153.9500000,153.9700000,186110
GAZP,5,20180917,140500,153.9600000,154.0000000,153.9600000,153.9700000,171090
GAZP,5,20180917,141000,153.9700000,155.0400000,153.9000000,154.9100000,918250
GAZP,5,20180917,141500,154.9000000,155.0000000,154.5600000,154.6000000,450300
GAZP,5,20180917,142000,154.5700000,154.8000000,154.5700000,154.6000000,744360
GAZP,5,20180917,142500,154.5800000,154.6800000,154.5200000,154.5700000,452630
GAZP,5,20180917,143000,154.5900000,154.9400000,154.5300000,154.9000000,686430
GAZP,5,20180917,143500,154.9300000,155.2600000,154.7000000,154.9700000,1364650
GAZP,5,20180917,144000,154.9700000,154.9700000,154.4500000,154.4800000,274570
GAZP,5,20180917,144500,154.5000000,154.6000000,154.4200000,154.5500000,181930
GAZP,5,20180917,145000,154.5900000,155.6500000,154.5900000,155.3800000,1557700
GAZP,5,20180917,145500,155.4400000,155.7400000,155.2000000,155.4800000,2177340
GAZP,5,20180917,150000,155.4800000,155.6800000,155.1400000,155.2900000,478630
GAZP,5,20180917,150500,155.2900000,155.3000000,155.0500000,155.2400000,170630
GAZP,5,20180917,151000,155.2400000,155.3000000,154.9000000,154.9800000,721840
GAZP,5,20180917,151500,154.9800000,155.3400000,154.8500000,155.0400000,1249940
GAZP,5,20180917,152000,155.1000000,155.2500000,154.9300000,154.9600000,876370
GAZP,5,20180917,152500,155.0000000,155.0000000,154.8600000,154.9000000,255470
GAZP,5,20180917,153000,154.9100000,154.9200000,154.7000000,154.8100000,99510
GAZP,5,20180917,153500,154.8200000,154.9200000,154.7400000,154.7500000,134150
GAZP,5,20180917,154000,154.7600000,154.7700000,154.5700000,154.6800000,351270
GAZP,5,20180917,154500,154.7300000,155.2300000,154.7300000,154.9700000,397190
GAZP,5,20180917,155000,154.9500000,155.1700000,154.6100000,154.7800000,303090
GAZP,5,20180917,155500,154.7800000,154.7800000,154.6000000,154.7000000,105860
GAZP,5,20180917,160000,154.7000000,154.7000000,154.5800000,154.6000000,110980
GAZP,5,20180917,160500,154.6000000,154.6000000,154.3600000,154.5000000,333950
GAZP,5,20180917,161000,154.5000000,154.5000000,154.4400000,154.4900000,339280
GAZP,5,20180917,161500,154.4900000,154.5000000,154.4600000,154.5000000,135720
GAZP,5,20180917,162000,154.5000000,154.5000000,154.4500000,154.4500000,104090
GAZP,5,20180917,162500,154.4900000,154.4900000,154.3200000,154.4200000,48350
GAZP,5,20180917,163000,154.3900000,154.5000000,154.3100000,154.3900000,260450
GAZP,5,20180917,163500,154.3200000,154.7800000,154.3100000,154.5800000,211780
GAZP,5,20180917,164000,154.5800000,155.0000000,154.4400000,154.5000000,1633970
GAZP,5,20180917,164500,154.4900000,154.4900000,154.1300000,154.1900000,273010
GAZP,5,20180917,165000,154.1900000,154.2000000,154.1000000,154.1400000,222690
GAZP,5,20180917,165500,154.1000000,154.2000000,154.1000000,154.1500000,154300
GAZP,5,20180917,170000,154.1900000,154.2000000,154.0900000,154.1000000,259720
GAZP,5,20180917,170500,154.1600000,154.8300000,154.1600000,154.5600000,280990
GAZP,5,20180917,171000,154.5600000,154.8700000,154.5300000,154.8000000,188560
GAZP,5,20180917,171500,154.8300000,154.9800000,154.8100000,154.9400000,241290
GAZP,5,20180917,172000,154.9400000,155.4100000,154.8200000,155.3400000,462970
GAZP,5,20180917,172500,155.3300000,155.3700000,154.8700000,155.0400000,125130
GAZP,5,20180917,173000,155.0400000,155.0500000,154.6300000,154.6800000,147200
GAZP,5,20180917,173500,154.7000000,154.8000000,154.6100000,154.6200000,53930
GAZP,5,20180917,174000,154.6500000,154.8300000,154.6000000,154.7500000,104000
GAZP,5,20180917,174500,154.7500000,154.7500000,154.5400000,154.6100000,106170
GAZP,5,20180917,175000,154.6000000,154.8300000,154.5000000,154.6500000,273060
GAZP,5,20180917,175500,154.6500000,154.7000000,154.4900000,154.5000000,144140
GAZP,5,20180917,180000,154.5000000,154.6800000,154.4900000,154.5400000,120540
GAZP,5,20180917,180500,154.5400000,154.7700000,154.5000000,154.7300000,135560
GAZP,5,20180917,181000,154.7400000,154.9300000,154.7200000,154.7800000,133620
GAZP,5,20180917,181500,154.7900000,154.7900000,154.5600000,154.6700000,51080
GAZP,5,20180917,182000,154.6700000,154.8000000,154.5800000,154.7300000,56010
GAZP,5,20180917,182500,154.7300000,154.7400000,154.6100000,154.7400000,87060
GAZP,5,20180917,183000,154.7500000,155.4100000,154.6900000,155.2900000,881620
GAZP,5,20180917,183500,155.3300000,155.5000000,155.2600000,155.4000000,357960
GAZP,5,20180917,184000,155.4000000,155.4600000,155.1700000,155.4600000,362100
GAZP,5,20180917,185000,155.4600000,155.4600000,155.4600000,155.4600000,1871590
GAZP,5,20180918,100500,155.5000000,155.8300000,155.2600000,155.6500000,480260
GAZP,5,20180918,101000,155.6500000,155.6500000,155.0100000,155.1400000,389270
GAZP,5,20180918,101500,155.1000000,155.1200000,154.7900000,154.9200000,316990
GAZP,5,20180918,102000,154.8300000,155.0000000,154.7400000,155.0000000,194470
GAZP,5,20180918,102500,154.9200000,155.0400000,154.8300000,155.0400000,74230
GAZP,5,20180918,103000,155.0500000,156.4500000,155.0500000,156.2000000,1692200
GAZP,5,20180918,103500,156.2000000,156.3000000,155.6700000,156.1500000,570390
GAZP,5,20180918,104000,156.0200000,156.1000000,155.5200000,155.5700000,200680
GAZP,5,20180918,104500,155.5600000,155.7300000,155.4200000,155.6500000,262310
GAZP,5,20180918,105000,155.6500000,155.7100000,155.3400000,155.5000000,365010
GAZP,5,20180918,105500,155.4400000,155.8500000,155.2500000,155.3600000,701040
GAZP,5,20180918,110000,155.3600000,155.4700000,155.2400000,155.2500000,172350
GAZP,5,20180918,110500,155.2700000,155.3200000,154.8500000,155.1700000,890220
GAZP,5,20180918,111000,155.1300000,155.5000000,155.1300000,155.4100000,116760
GAZP,5,20180918,111500,155.4100000,155.5800000,155.1900000,155.3200000,166550
GAZP,5,20180918,112000,155.3300000,155.6000000,155.3300000,155.5400000,115170
GAZP,5,20180918,112500,155.5100000,155.5400000,155.3900000,155.4200000,78610
GAZP,5,20180918,113000,155.4700000,155.7300000,155.3700000,155.7300000,186880
GAZP,5,20180918,113500,155.7500000,155.7500000,155.4700000,155.6100000,111240
GAZP,5,20180918,114000,155.6000000,155.7200000,155.4500000,155.6600000,189220
GAZP,5,20180918,114500,155.6700000,156.0500000,155.6000000,155.9800000,379780
GAZP,5,20180918,115000,155.9900000,156.4500000,155.9300000,156.2600000,572560
GAZP,5,20180918,115500,156.2000000,156.6000000,156.1600000,156.5100000,763800
GAZP,5,20180918,120000,156.5100000,156.8900000,156.3800000,156.7700000,509150
GAZP,5,20180918,120500,156.8100000,157.0000000,156.7000000,156.9000000,594960
GAZP,5,20180918,121000,156.9300000,157.1400000,156.8400000,157.1400000,633510
