<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20180614,132000,140.0000000,140.0300000,139.8500000,139.9800000,490660
GAZP,5,20180614,132500,139.9600000,140.1100000,139.4000000,139.5700000,1233750
GAZP,5,20180614,133000,139.5700000,139.7900000,139.4000000,139.4100000,479900
GAZP,5,20180614,133500,139.4100000,139.6000000,139.2500000,139.5200000,492200
GAZP,5,20180614,134000,139.5400000,139.7000000,139.5000000,139.5700000,326720
GAZP,5,20180614,134500,139.5700000,139.7400000,139.4800000,139.7200000,118880
GAZP,5,20180614,135000,139.7200000,139.9200000,139.6500000,139.9000000,253270
GAZP,5,20180614,135500,139.9000000,140.0300000,139.8400000,140.0100000,259190
GAZP,5,20180614,140000,139.9600000,140.0100000,139.9000000,139.9600000,180030
GAZP,5,20180614,140500,139.9600000,139.9600000,139.9300000,139.9600000,32760
GAZP,5,20180614,141000,139.9500000,139.9800000,139.6300000,139.6700000,199900
GAZP,5,20180614,141500,139.6700000,139.6700000,139.4000000,139.5000000,146910
GAZP,5,20180614,142000,139.5000000,139.6300000,139.4600000,139.6000000,49130
GAZP,5,20180614,142500,139.6000000,139.6000000,139.2800000,139.5300000,165580
GAZP,5,20180614,143000,139.5300000,139.5700000,139.4700000,139.5400000,64760
GAZP,5,20180614,143500,139.5000000,139.5000000,139.2600000,139.4400000,137880
GAZP,5,20180614,144000,139.4500000,139.5600000,139.4000000,139.4900000,54650
GAZP,5,20180614,144500,139.4800000,139.5000000,139.3600000,139.4100000,99420
GAZP,5,20180614,145000,139.3600000,139.5300000,139.2700000,139.4700000,160270
GAZP,5,20180614,145500,139.4200000,139.7100000,139.4200000,139.5200000,171140
GAZP,5,20180614,150000,139.5200000,139.5800000,139.4700000,139.5300000,119630
GAZP,5,20180614,150500,139.5000000,139.5400000,139.3400000,139.4900000,172920
GAZP,5,20180614,151000,139.4600000,139.7600000,139.4300000,139.6600000,323630
GAZP,5,20180614,151500,139.6100000,139.6600000,139.3300000,139.3600000,202540
GAZP,5,20180614,152000,139.3500000,139.3700000,139.2000000,139.3100000,254950
GAZP,5,20180614,152500,139.3000000,139.3200000,139.2100000,139.2100000,129670
GAZP,5,20180614,153000,139.2200000,139.3000000,139.1500000,139.2600000,167320
GAZP,5,20180614,153500,139.2100000,139.2700000,139.1400000,139.1700000,111720
GAZP,5,20180614,154000,139.1600000,139.2300000,139.1500000,139.2300000,72910
GAZP,5,20180614,154500,139.1800000,139.3500000,139.1700000,139.2800000,163720
GAZP,5,20180614,155000,139.2800000,139.3000000,139.1900000,139.2600000,118700
GAZP,5,20180614,155500,139.2200000,139.3200000,139.1900000,139.2500000,48130
GAZP,5,20180614,160000,139.2900000,139.3600000,139.2000000,139.3600000,58120
GAZP,5,20180614,160500,139.3000000,139.6800000,139.2600000,139.5600000,363620
GAZP,5,20180614,161000,139.5600000,139.6600000,139.4400000,139.6500000,245490
GAZP,5,20180614,161500,139.6500000,139.6800000,139.5000000,139.5300000,207480
GAZP,5,20180614,162000,139.5300000,139.6100000,139.4600000,139.5700000,113170
GAZP,5,20180614,162500,139.6000000,139.6400000,139.5000000,139.6100000,82030
GAZP,5,20180614,163000,139.6100000,139.6100000,139.5100000,139.5800000,104590
GAZP,5,20180614,163500,139.5800000,139.6200000,139.5500000,139.6000000,150190
GAZP,5,20180614,164000,139.6000000,139.6000000,139.4700000,139.5100000,328810
GAZP,5,20180614,164500,139.5000000,139.5200000,139.3900000,139.4600000,359270
GAZP,5,20180614,165000,139.4500000,139.4800000,139.3100000,139.4000000,135530
GAZP,5,20180614,165500,139.4000000,139.4400000,139.3100000,139.3300000,77040
GAZP,5,20180614,170000,139.3600000,139.4500000,139.3300000,139.3400000,99940
GAZP,5,20180614,170500,139.4200000,139.4200000,139.3100000,139.3400000,111440
GAZP,5,20180614,171000,139.3300000,139.3500000,139.2800000,139.3100000,134350
GAZP,5,20180614,171500,139.2900000,139.3300000,139.2400000,139.2800000,152610
GAZP,5,20180614,172000,139.3000000,139.3900000,139.2700000,139.3200000,82420
GAZP,5,20180614,172500,139.3400000,139.4200000,139.2800000,139.3500000,130280
GAZP,5,20180614,173000,139.3800000,139.5500000,139.3700000,139.5100000,91060
GAZP,5,20180614,173500,139.4900000,139.5400000,139.4500000,139.5000000,62650
GAZP,5,20180614,174000,139.4500000,139.4800000,139.2600000,139.2800000,156250
GAZP,5,20180614,174500,139.2800000,139.4800000,139.2500000,139.4800000,92450
GAZP,5,20180614,175000,139.4800000,139.5300000,139.4500000,139.4500000,89240
GAZP,5,20180614,175500,139.4600000,139.5300000,139.4200000,139.4400000,102910
GAZP,5,20180614,180000,139.4300000,139.8200000,139.4000000,139.6800000,689380
GAZP,5,20180614,180500,139.6500000,139.9000000,139.5900000,139.6400000,160610
GAZP,5,20180614,181000,139.6000000,139.6300000,139.5700000,139.5700000,92470
GAZP,5,20180614,181500,139.5900000,139.6900000,139.5700000,139.6500000,72500
GAZP,5,20180614,182000,139.6300000,139.6700000,139.5700000,139.6000000,184890
GAZP,5,20180614,182500,139.6300000,139.7600000,139.6200000,139.7500000,139550
GAZP,5,20180614,183000,139.7500000,139.7500000,139.6200000,139.6300000,81330
GAZP,5,20180614,183500,139.6300000,139.7300000,139.6200000,139.7100000,250310
GAZP,5,20180614,184000,139.7200000,139.7700000,139.6200000,139.6700000,257220
GAZP,5,20180614,185000,139.4000000,139.4000000,139.4000000,139.4000000,1031780
GAZP,5,20180615,100500,139.7000000,139.7800000,139.2000000,139.6100000,228480
GAZP,5,20180615,101000,139.7000000,139.7200000,139.5300000,139.5800000,96520
GAZP,5,20180615,101500,139.5500000,140.1000000,139.5500000,139.9600000,560330
GAZP,5,20180615,102000,139.9600000,140.2600000,139.8900000,140.1200000,561570
GAZP,5,20180615,102500,140.2000000,140.2200000,140.0700000,140.1000000,135960
GAZP,5,20180615,103000,140.0700000,140.3300000,139.9900000,140.2600000,393150
GAZP,5,20180615,103500,140.2000000,140.4700000,140.1800000,140.4700000,491800
GAZP,5,20180615,104000,140.4400000,140.7300000,140.4300000,140.6700000,570580
GAZP,5,20180615,104500,140.6300000,140.8300000,140.4500000,140.7200000,669410
GAZP,5,20180615,105000,140.6800000,140.8700000,140.6600000,140.7300000,202210
GAZP,5,20180615,105500,140.7200000,140.7200000,140.3600000,140.3600000,208570
GAZP,5,20180615,110000,140.4000000,140.4400000,140.2900000,140.3300000,113800
GAZP,5,20180615,110500,140.3600000,140.5400000,140.3300000,140.4500000,192470
GAZP,5,20180615,111000,140.4400000,140.4700000,140.2600000,140.2600000,193600
GAZP,5,20180615,111500,140.2600000,140.4600000,140.2200000,140.3600000,305570
GAZP,5,20180615,112000,140.3400000,140.4500000,140.3200000,140.3600000,85820
GAZP,5,20180615,112500,140.3700000,140.4400000,139.9700000,140.0000000,379950
GAZP,5,20180615,113000,140.0700000,140.2200000,140.0000000,140.0800000,198550
GAZP,5,20180615,113500,140.1000000,140.1800000,140.0100000,140.1100000,96100
GAZP,5,20180615,114000,140.1000000,140.1000000,139.9000000,139.9600000,240360
GAZP,5,20180615,114500,139.9200000,139.9200000,139.6500000,139.6700000,280650
GAZP,5,20180615,115000,139.6900000,139.7700000,139.4700000,139.6900000,352110
GAZP,5,20180615,115500,139.6900000,139.8700000,139.6200000,139.8700000,105110
GAZP,5,20180615,120000,139.8200000,139.8600000,139.6100000,139.6500000,258760
GAZP,5,20180615,120500,139.6200000,139.6500000,139.0200000,139.0700000,674780
GAZP,5,20180615,121000,139.0700000,139.3600000,139.0700000,139.2000000,134270
GAZP,5,20180615,121500,139.2800000,139.7800000,139.2000000,139.6900000,224890
GAZP,5,20180615,122000,139.7500000,139.8600000,139.6400000,139.6500000,181270
GAZP,5,20180615,122500,139.6500000,139.6500000,139.2900000,139.3300000,235100
GAZP,5,20180615,123000,139.3300000,139.4800000,139.3100000,139.3600000,132440
GAZP,5,20180615,123500,139.3800000,139.3800000,138.8700000,139.0200000,585160
GAZP,5,20180615,124000,139.0400000,139.1000000,138.9400000,138.9700000,242340
GAZP,5,20180615,124500,138.9400000,139.2200000,138.8500000,139.1900000,224980
GAZP,5,20180615,125000,139.1600000,139.1900000,139.1000000,139.1600000,179010
GAZP,5,20180615,125500,139.1600000,139.1600000,139.0100000,139.0800000,217260
GAZP,5,20180615,130000,139.0700000,139.2000000,139.0200000,139.1700000,187270
GAZP,5,20180615,130500,139.1700000,139.1700000,139.0800000,139.1400000,62370
GAZP,5,20180615,131000,139.1000000,139.1400000,139.0400000,139.0600000,135510
GAZP,5,20180615,131500,139.1100000,139.1900000,139.0000000,139.1600000,295790
GAZP,5,20180615,132000,139.1300000,139.1500000,139.0900000,139.1300000,56660
GAZP,5,20180615,132500,139.1300000,139.1300000,139.0200000,139.1200000,74240
GAZP,5,20180615,133000,139.0800000,139.1600000,139.0300000,139.1200000,125610
GAZP,5,20180615,133500,139.1300000,139.1300000,138.8000000,138.9900000,561550
GAZP,5,20180615,134000,139.0100000,139.1800000,138.9300000,139.1600000,89430
GAZP,5,20180615,134500,139.1700000,139.4500000,139.1000000,139.4300000,124870
GAZP,5,20180615,135000,139.4200000,139.4700000,139.2600000,139.3100000,75030
GAZP,5,20180615,135500,139.3100000,139.4100000,139.2300000,139.2600000,148430
GAZP,5,20180615,140000,139.2600000,139.4300000,139.2600000,139.3100000,155400
GAZP,5,20180615,140500,139.3200000,139.3900000,139.2600000,139.3900000,70170
GAZP,5,20180615,141000,139.4000000,139.4000000,139.1200000,139.1600000,95530
GAZP,5,20180615,141500,139.1600000,139.1600000,138.9600000,139.0200000,99820
GAZP,5,20180615,142000,139.0200000,139.1600000,138.8200000,138.9300000,426790
GAZP,5,20180615,142500,138.9300000,139.0400000,138.9100000,138.9800000,73020
GAZP,5,20180615,143000,138.9900000,139.1000000,138.9000000,139.0800000,70660
GAZP,5,20180615,143500,139.1000000,139.1000000,138.9200000,139.0000000,63440
GAZP,5,20180615,144000,138.9700000,139.1200000,138.9500000,139.1000000,112770
GAZP,5,20180615,144500,139.0800000,139.1200000,139.0200000,139.0800000,80960
GAZP,5,20180615,145000,139.0800000,139.1100000,138.9000000,139.0000000,106550
GAZP,5,20180615,145500,139.0000000,139.0900000,138.9800000,139.0900000,60540
GAZP,5,20180615,150000,139.0800000,139.2500000,139.0700000,139.0900000,229580
GAZP,5,20180615,150500,139.1500000,139.1500000,139.0200000,139.0700000,68180
GAZP,5,20180615,151000,139.0600000,139.1600000,139.0500000,139.1600000,66660
GAZP,5,20180615,151500,139.1800000,139.2600000,139.1100000,139.1600000,132930
GAZP,5,20180615,152000,139.1600000,139.3200000,139.1300000,139.2600000,87320
GAZP,5,20180615,152500,139.2600000,139.2600000,139.1800000,139.2300000,37710
GAZP,5,20180615,153000,139.2400000,139.2800000,139.1600000,139.2200000,85470
GAZP,5,20180615,153500,139.1800000,139.2700000,139.1200000,139.2300000,83360
GAZP,5,20180615,154000,139.2300000,139.2300000,138.9800000,139.1100000,461330
GAZP,5,20180615,154500,139.0600000,139.1900000,139.0300000,139.1900000,61090
GAZP,5,20180615,155000,139.1600000,139.2000000,139.0900000,139.1700000,62120
GAZP,5,20180615,155500,139.1700000,139.2000000,139.1200000,139.1900000,40290
GAZP,5,20180615,160000,139.1800000,139.2000000,139.1600000,139.1900000,54070
GAZP,5,20180615,160500,139.1600000,139.2600000,139.1600000,139.2000000,112140
GAZP,5,20180615,161000,139.2200000,139.2600000,139.1900000,139.2400000,54500
GAZP,5,20180615,161500,139.2600000,139.3200000,139.0700000,139.2000000,220240
GAZP,5,20180615,162000,139.2000000,139.2600000,139.1700000,139.2100000,52750
GAZP,5,20180615,162500,139.2100000,139.2300000,139.0900000,139.0900000,95740
GAZP,5,20180615,163000,139.0900000,139.2400000,139.0900000,139.2300000,73830
GAZP,5,20180615,163500,139.2100000,139.3500000,139.1400000,139.2600000,148690
GAZP,5,20180615,164000,139.1900000,139.3700000,139.0600000,139.0800000,377250
GAZP,5,20180615,164500,139.1600000,139.3100000,138.9800000,139.0900000,550700
GAZP,5,20180615,165000,139.0900000,139.1900000,139.0400000,139.1300000,126320
GAZP,5,20180615,165500,139.1300000,139.1600000,139.0000000,139.0500000,81440
GAZP,5,20180615,170000,139.0600000,139.0700000,138.5900000,138.6700000,598080
GAZP,5,20180615,170500,138.6700000,138.7000000,138.5600000,138.5700000,341840
GAZP,5,20180615,171000,138.5600000,138.6000000,138.5100000,138.5800000,398240
GAZP,5,20180615,171500,138.5800000,138.6000000,138.4200000,138.4800000,396650
GAZP,5,20180615,172000,138.4800000,138.7000000,138.2700000,138.6900000,653810
GAZP,5,20180615,172500,138.6900000,138.7900000,138.4700000,138.5600000,371920
GAZP,5,20180615,173000,138.6000000,138.7700000,138.5400000,138.6200000,289290
GAZP,5,20180615,173500,138.6200000,138.6400000,138.4200000,138.5000000,503270
GAZP,5,20180615,174000,138.5000000,138.5000000,137.9400000,138.0400000,2060210
GAZP,5,20180615,174500,138.0200000,138.0900000,137.8500000,138.0200000,535130
GAZP,5,20180615,175000,138.0200000,138.2000000,137.9800000,138.2000000,370220
GAZP,5,20180615,175500,138.2000000,138.2400000,138.0500000,138.1100000,264860
GAZP,5,20180615,180000,138.1100000,138.2500000,138.0600000,138.1300000,554690
GAZP,5,20180615,180500,138.1100000,138.1200000,137.9000000,138.0600000,528600
GAZP,5,20180615,181000,138.0200000,138.5000000,137.8400000,138.3300000,2134720
GAZP,5,20180615,181500,138.3400000,138.3500000,138.0000000,138.0400000,313320
GAZP,5,20180615,182000,138.0300000,138.0300000,137.8400000,137.8900000,465790
GAZP,5,20180615,182500,137.8500000,137.9600000,137.8000000,137.8900000,430080
GAZP,5,20180615,183000,137.8400000,137.9500000,137.8000000,137.9200000,345470
GAZP,5,20180615,183500,137.9200000,138.0400000,137.6400000,137.9600000,1058370
GAZP,5,20180615,184000,137.9000000,138.1000000,137.8000000,138.0900000,517030
GAZP,5,20180615,185000,137.7300000,137.7300000,137.7300000,137.7300000,12576500
GAZP,5,20180618,100500,138.0800000,138.2100000,137.5800000,138.0800000,728410
GAZP,5,20180618,101000,138.1000000,138.1300000,137.8100000,137.9000000,247790
GAZP,5,20180618,101500,137.8900000,138.0500000,137.8800000,138.0200000,250930
GAZP,5,20180618,102000,138.0300000,138.3000000,138.0100000,138.2000000,323510
GAZP,5,20180618,102500,138.1700000,138.2000000,138.0100000,138.0500000,111120
GAZP,5,20180618,103000,138.0300000,138.1600000,138.0200000,138.0500000,139470
GAZP,5,20180618,103500,138.0400000,138.1000000,137.8300000,137.8900000,441370
GAZP,5,20180618,104000,137.8600000,137.9000000,137.2500000,137.2500000,1271850
GAZP,5,20180618,104500,137.3500000,137.4000000,137.1200000,137.1800000,205620
GAZP,5,20180618,105000,137.1800000,137.3300000,137.1200000,137.2500000,162520
GAZP,5,20180618,105500,137.2400000,137.3100000,137.1800000,137.2000000,89740
GAZP,5,20180618,110000,137.2200000,137.2200000,137.0000000,137.1600000,796940
GAZP,5,20180618,110500,137.1500000,137.3100000,137.0200000,137.1600000,291950
GAZP,5,20180618,111000,137.1200000,137.2900000,137.1200000,137.2700000,131970
GAZP,5,20180618,111500,137.2400000,137.4100000,137.1400000,137.4100000,273090
GAZP,5,20180618,112000,137.3500000,137.5300000,137.3200000,137.4100000,162560
GAZP,5,20180618,112500,137.3900000,137.4200000,137.2700000,137.3000000,62560
GAZP,5,20180618,113000,137.3000000,137.3800000,137.2400000,137.3200000,99490
GAZP,5,20180618,113500,137.3100000,137.5500000,137.3100000,137.5300000,282120
GAZP,5,20180618,114000,137.5300000,137.7400000,137.5300000,137.6700000,218910
GAZP,5,20180618,114500,137.7000000,137.9600000,137.7000000,137.8300000,398370
GAZP,5,20180618,115000,137.8300000,137.9600000,137.7400000,137.9000000,191180
GAZP,5,20180618,115500,137.9000000,137.9500000,137.6400000,137.7400000,235870
GAZP,5,20180618,120000,137.7500000,137.8000000,137.7200000,137.7500000,30820
GAZP,5,20180618,120500,137.7500000,137.9200000,137.6900000,137.8900000,99110
GAZP,5,20180618,121000,137.9000000,138.0000000,137.8400000,137.9700000,302530
GAZP,5,20180618,121500,137.9300000,137.9900000,137.8700000,137.9000000,55430
GAZP,5,20180618,122000,137.8600000,138.0400000,137.8600000,138.0300000,113500
GAZP,5,20180618,122500,137.9900000,138.1000000,137.9800000,138.0100000,115200
GAZP,5,20180618,123000,137.9900000,138.0300000,137.8200000,137.8600000,70130
GAZP,5,20180618,123500,137.8400000,137.9700000,137.7400000,137.9500000,126590
GAZP,5,20180618,124000,137.8600000,138.0000000,137.8600000,137.9800000,38810
GAZP,5,20180618,124500,137.9500000,138.0500000,137.9300000,137.9300000,76900
GAZP,5,20180618,125000,137.9800000,138.0800000,137.9300000,137.9600000,157240
GAZP,5,20180618,125500,138.0000000,138.0800000,137.9200000,137.9400000,79070
GAZP,5,20180618,130000,137.9000000,137.9400000,137.7400000,137.7800000,54300
GAZP,5,20180618,130500,137.7900000,137.8100000,137.6600000,137.8100000,140300
GAZP,5,20180618,131000,137.8200000,137.8600000,137.6600000,137.6700000,68870
GAZP,5,20180618,131500,137.6600000,137.6800000,137.5800000,137.6000000,147070
GAZP,5,20180618,132000,137.5700000,137.8100000,137.5300000,137.7300000,132970
GAZP,5,20180618,132500,137.7700000,137.8000000,137.7000000,137.7900000,29340
GAZP,5,20180618,133000,137.7500000,137.8000000,137.6600000,137.7000000,34750
GAZP,5,20180618,133500,137.7000000,137.7000000,137.5100000,137.5200000,171060
GAZP,5,20180618,134000,137.5300000,137.6400000,137.5300000,137.5400000,90780
GAZP,5,20180618,134500,137.6100000,137.6900000,137.6100000,137.6900000,29720
GAZP,5,20180618,135000,137.6900000,137.6900000,137.6300000,137.6300000,93720
GAZP,5,20180618,135500,137.6300000,137.6500000,137.5100000,137.5500000,252020
GAZP,5,20180618,140000,137.5500000,137.5900000,137.3500000,137.4500000,167020
GAZP,5,20180618,140500,137.4500000,137.4900000,137.3300000,137.4900000,36110
GAZP,5,20180618,141000,137.4700000,137.4900000,137.3300000,137.3300000,133520
GAZP,5,20180618,141500,137.3600000,137.4000000,137.3200000,137.4000000,20240
GAZP,5,20180618,142000,137.3800000,137.4900000,137.3500000,137.4900000,48490
GAZP,5,20180618,142500,137.4900000,137.6700000,137.4900000,137.5500000,229520
GAZP,5,20180618,143000,137.5700000,137.5700000,137.4400000,137.4800000,71470
GAZP,5,20180618,143500,137.4600000,137.6100000,137.4100000,137.4800000,103860
GAZP,5,20180618,144000,137.4900000,137.5300000,137.4000000,137.4500000,59580
GAZP,5,20180618,144500,137.4500000,137.4500000,137.0100000,137.0400000,345720
GAZP,5,20180618,145000,137.0400000,137.0500000,136.8100000,137.0000000,270390
GAZP,5,20180618,145500,137.0000000,137.0000000,136.6000000,136.6100000,469310
GAZP,5,20180618,150000,136.6800000,136.8600000,136.5400000,136.8200000,220880
GAZP,5,20180618,150500,136.7500000,136.8200000,136.6600000,136.7500000,48250
GAZP,5,20180618,151000,136.7800000,136.8100000,136.6000000,136.7400000,337960
GAZP,5,20180618,151500,136.6400000,136.7500000,136.6400000,136.6900000,118350
